mCS,recall,precision,f1,mAP1,mAP2,seed,test_ratio
0.894 ± 0.019,0.926 ± 0.021,0.961 ± 0.017,0.943 ± 0.014,0.903 ± 0.030,0.901 ± 0.023,1540.000 ± 2148.845,0.200 ± 0.089
