mCS,recall,precision,f1,mAP1,mAP2,seed,test_ratio
0.9123547633168048,0.9150090415913201,0.9387755102040817,0.9267399267399268,0.8867195694385236,0.8839105368816436,38,0.3
0.8794929925963415,0.9213893967093236,0.9636711281070746,0.9420560747663552,0.8975005691518494,0.901215989724476,192,0.2
0.8942770902276683,0.9568345323741008,0.9708029197080292,0.963768115942029,0.9488321413066334,0.9236827203122594,391,0.1
0.8646119547964004,0.899488926746167,0.9832402234636871,0.9395017793594306,0.8653611537674551,0.8668984205507628,1791,0.3
0.9150619983095232,0.9189655172413793,0.941696113074205,0.9301919720767888,0.8933011367370177,0.8996640740685681,5717,0.2
0.897986671851281,0.9444444444444444,0.9659090909090909,0.9550561797752809,0.9250513547609197,0.9288786395442166,1111,0.1
