train_split,test_split,val_split,seed,recall,precision,f1_score,mean_average_precision,mean_correlation_score
0.9,0.04999999999999999,0.04999999999999999,1111,0.9555555555555556,0.9214285714285714,0.9381818181818182,0.9572623174551186,0.9619295981218557
0.7,0.15000000000000002,0.15000000000000002,1791,0.9532019704433498,0.9555555555555556,0.9543773119605425,0.9476243671635085,0.9237498325834974
0.7,0.15000000000000002,0.15000000000000002,38,0.940149625935162,0.9496221662468514,0.9448621553884712,0.9190654958355283,0.9028246990407035
0.8,0.09999999999999998,0.09999999999999998,5717,0.9601449275362319,0.9601449275362319,0.9601449275362319,0.9538988164065556,0.9862054175847224
0.9,0.04999999999999999,0.04999999999999999,391,0.9833333333333333,0.9915966386554622,0.9874476987447698,0.9666959354042535,0.9249515171754418
0.8,0.09999999999999998,0.09999999999999998,192,0.9471830985915493,0.9539007092198581,0.950530035335689,0.9454884205078038,0.9291837446822816
