train_split,test_split,seed,recall,precision,f1_score,mAP,mCS
0.8000 ± 0.0894,0.1000 ± 0.0447,1540.0000 ± 2148.8453,0.9927 ± 0.0050,0.9890 ± 0.0167,0.9908 ± 0.0106,0.9919 ± 0.0055,0.9460 ± 0.0067
